RTCid,Parent,Type,Summary,Sprint,Team,SP,Blocks
1005740,216662,Feature,OBS - DSN GW: Develop Capability Spec,14.5,System Engineering,0,
1005649,1004171,Problem,Modules not registering with CGNH,14.3,WWTS,0,
1005602,297335,Story,RDE ClearCase - Manually Migrate ClearCase Data for Build related VOBs to RDE not addressed by MultiSite,14.2,Tools,3,
1005561,353134,Story,Feature 353134: Complete International Site Visit Paperwork/Training (SC) - Trainer 2,14.1,Falcons,3,
1005554,395871,Story,Feature 395871: Labradors TT Support - EA 14.2,14.2,Labradors,2,
1005544,1001248,Story,"Feature 1001248: Implement Problem 390411- KMS ""setupImsis"" method not correctly handling normal provisioning vs rekey",14.2,SIC,1,
1005525,383165,Story,"Feature 383165: Create CoCo Review of the SCDs of Server, Switches for NME 201 Rack for Nutanix",14.5,Octopi,1,
1005524,383165,Story,Feature 383165: Create CoCo Review for the Revised Site Level Documentation,14.5,Octopi,1,
1005511,377437,Story,Feature 377437 ETT: Update the component of the SimFramework - Unit Test Part 2,14.3,Okapi,3,
1005510,377437,Story,Feature 377437 ETT: Update the component of the SimFramework - Unit Test Part 3,14.4,Okapi,3,
1005509,377437,Story,Feature 377437 ETT: Update the component of the SimFramework - Unit Test Part 1,14.2,Okapi,3,
1005440,353256,Story,Feature 353256: Travel from AU Site to PHX After Maintainer Refresher Training in AU (Trainer 1),14.5,Falcons,3,
1005415,1005403,Story,Feature 1005403: Present SOW Associated to 2020 Preventive Maintenance in AU,14.3,Octopi,2,
1005414,1005403,Story,Feature 1005403: Prepare & Conduct PM Kickoff Meeting with PMW,14.5,Octopi,1,
1005408,1005403,Story,"Feature 1005403: Prepare, Review SOW Associated to 2020 Preventive Maintenance in AU",14.2,Octopi,1,
1005405,1005403,Story,Feature 1005403: Identification of Consumables Required for 2020 Preventive Maintenance in AU,14.1,Octopi,1,
1005404,1005403,Story,Feature 1005403: Determine Corrective Actions Based Upon Trouble Tickets Received for 2020 Preventive Maintenance of AU,14.4,Octopi,2,
1005402,395174,Story,"Feature 395174: LAB Support for LBIP RU2B ASSEMBLY, PN = 01400018, SN = AL081409056.",14.2,Labradors,2,
1005396,395174,Story,"Feature 395174: FRB P/N 01-P51765E001, CHASSIS ASSEMBLY - WCDMA RF, S/N = 112.",14.5,Labradors,1,
1005382,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support,14.4,System Engineering,1,
1005381,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support,14.3,System Engineering,1,
1005380,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support,14.2,System Engineering,1,
1005348,1005343,Story,Feature 1005343: Review DMSMS Tracker and Provide GD and PMW Supportability Impacts and Recommendations (Apr 2020),14.5,Octopi,5,
1005347,1005343,Story,Feature 1005343: Finalize DMSMS Tracker and Provide GD and PMW Supportability Impacts and Recommendations and Capture PMW Redlines Prior to Meeting (Mar 2020),14.4,Octopi,5,
1005346,1005343,Story,Feature 1005343: Review DMSMS Tracker and Provide GD and PMW Supportability Impacts and Recommendations and DMSMS WG Agenda Planning (Mar 2020),14.3,Octopi,8,
1005345,1005343,Story,Feature 1005343: Finalize DMSMS Tracker and Provide GD and PMW Supportability Impacts and Recommendations (Feb 2020),14.2,Octopi,1,
1005344,1005343,Story,Feature 1005343: Review DMSMS Tracker and Provide GD and PMW Supportability Impacts and Recommendations (Feb 2020),14.1,Octopi,5,
1005343,262146,Feature,DMSMS Tracker Submittal (CDRL A007)),14.5,Octopi,0,
1005303,377408,Problem,Feature 377408: FEP Controls and Indicators Procedure- System Reset button,14.1,Falcons,0,
1005286,1002381,Story,Feature 1002381: Create Final Drawings to Submit IDP Associated with  OBS - HLR: HW/FRCB for HLR Deployment,14.4,Octopi,3,
1005285,1002381,Story,Feature 1002381: Continue Redlines on Hardware Drawings Submitted for IDP Associated with  OBS - HLR: HW/FRCB for HLR Deployment,14.3,Octopi,5,
1005284,1002381,Story,Feature 1002381: Begin Creation of Redlines on Hardware Drawings Submitted for IDP Associated with  OBS - HLR: HW/FRCB for HLR Deployment,14.2,Octopi,5,
1005280,388053,Story,Feature 388053 (PPA) - Design PPA Replacement (SIC) - part 4,14.4,SIC,5,
1005279,388053,Story,Feature 388053 (PPA) - Design PPA Replacement (SIC) - part 3,14.3,SIC,5,
1005278,388053,Story,Feature 388053 (PPA) - Design PPA Replacement (SIC) - part 2,14.2,SIC,5,
1004858,384136,Story,Feature 384136 Update MUOS_IG_GS_Network_Router_SVD_98-P55509M  Routers rout203/204 to incorporate updated to DMZ with Nutanix,14.1,Okapi,2,1007603
1004857,384136,Story,Feature 384136:Update MUOS_IG_GS_Network_LB_SVD_98-P55464M load balancer to incorporated updates to  Nutanix Environment and the HBSS DMZ to SIPR,14.1,Okapi,2,
1004856,384136,Story,Feature 384136:Update MUOS_IG_GS_Firewall_Network_SVD_98-P55755M  Firewalls to meet new IP address for ePO 200 and 201,14.1,Okapi,2,1007603
1004738,384036,Story,Feature 384036: Implement Automated Application installation using on Nutanix and RHEL per SVD (1),14.1,Okapi,5,
1004688,388053,Story,Feature 388053 (PPA) - Design PPA Replacement (SIC) - part 1,14.1,SIC,5,
1004559,354174,Story,Feature 354174 Splunk IETM: Part 2 -  Engineering IETM Updates for Splunk HA - Joel,14.1,SIC,3,
1004531,368860,Story,Feature: 368860 Cost Estimate ~ IMS Lead,14.4,System Engineering,2,
1004530,368860,Story,Feature: 368860 Cost Estimate ~ IMS Lead,14.3,System Engineering,2,
1004529,368860,Story,Feature: 368860 Cost Estimate ~ IMS Lead,14.2,System Engineering,2,
1004528,368860,Story,Feature: 368860 Cost Estimate ~ IMS Lead,14.1,System Engineering,2,
1004527,368860,Story,Feature: 368860 Cost Estimate ~ SOW/PWS Lead,14.4,System Engineering,2,
1004526,368860,Story,Feature: 368860 Cost Estimate ~ SOW/PWS Lead,14.3,System Engineering,2,
1004525,368860,Story,Feature: 368860 Cost Estimate ~ SOW/PWS Lead,14.2,System Engineering,2,
1004524,368860,Story,Feature: 368860 Cost Estimate ~ SOW/PWS Lead,14.1,System Engineering,2,
1004523,368860,Story,Feature: 368860 Cost Estimate ~ COMSEC/Keys,14.3,Cyber,2,
1004522,368860,Story,Feature: 368860 Cost Estimate ~ COMSEC/Keys,14.2,Cyber,2,
1004521,368860,Story,Feature 368860: Cost Estimate for Canadian Foreign Military Sales Phase 1,14.2,Octopi,1,
1004520,368860,Story,Feature 368860: Continue Cost Estimate for Canadian Foreign Military Sales Phase 1,14.1,Octopi,2,
1004518,368860,Story,Feature: 368860 Cost Estimate ~ Test & Integration,14.3,System Engineering,2,
1004517,368860,Story,Feature: 368860 Cost Estimate ~ Test & Integration,14.2,System Engineering,2,
1004516,368860,Story,Feature: 368860 Cost Estimate ~ IA,14.3,System Engineering,2,
1004515,368860,Story,Feature: 368860 Cost Estimate ~ IA,14.4,Cyber,2,
1004514,368860,Story,Feature:368860:  Cost Estimate ~ Waveform,14.1,WWTS,1,
1004513,368860,Story,Feature: 368860 Cost Estimate ~ GDS,14.1,System Engineering,1,
1004511,368860,Story,Feature: 368860 Cost Estimate ~ Canada GDS,14.2,Magic,3,
1004510,368860,Story,Feature: 368860 Cost Estimate ~ Core Network,14.3,Magic,5,
1004506,368860,Story,Feature: 368860 Cost Estimate ~ SA,14.3,System Engineering,1,
1004505,368860,Story,Feature: 368860 Cost Estimate ~ SA,14.2,SIC,3,
1004504,368860,Story,Feature: 368860 Cost Estimate ~ Provisioning & FCAPS,14.2,SIC,2,
1004503,368860,Story,Feature: 368860 Cost Estimate ~ Provisioning & FCAPS,14.1,SIC,2,
1004502,368860,Story,Feature: 368860 Cost Estimate ~ Teleport,14.2,System Engineering,1,
1004501,368860,Story,Feature: 368860 Cost Estimate ~ Teleport,14.3,System Engineering,1,
1004499,368860,Story,Feature: 368860 Cost Estimate ~ Teleport,14.3,Okapi,1,
1004497,368860,Story,Feature: 368860 Cost Estimate ~ Teleport,14.2,Okapi,1,
1004495,368860,Story,Feature: 368860 Cost Estimate ~ Cost Estimate Lead,14.4,System Engineering,1,
1004494,368860,Story,Feature: 368860 Cost Estimate ~ Cost Estimate Lead,14.3,System Engineering,1,
1004493,368860,Story,Feature: 368860 Cost Estimate ~ Cost Estimate Lead,14.2,System Engineering,2,
1004492,368860,Story,Feature: 368860 Cost Estimate ~ Cost Estimate Lead,14.1,System Engineering,1,
1004485,368860,Story,Feature: 368860 High-Level System Architecture ~ Test Strategy & Lab infrastructure,14.3,System Engineering,1,
1004484,368860,Story,Feature: 368860 High-Level System Architecture ~ Test Strategy & Lab infrastructure,14.2,System Engineering,1,
1004483,368860,Story,Feature: 368860 High-Level System Architecture ~ Test Strategy & Lab infrastructure,14.1,System Engineering,1,
1004481,368860,Story,Feature 368860: High-Level System Architecture ~ UX/Training,14.2,Falcons,1,
1004479,368860,Story,"Feature 368860: High-Level System Architecture ~ ILS (training, doc)",14.1,Falcons,1,
1004478,368860,Story,"Feature 368860: High-Level System Architecture ~ ILS (training, doc, dwgs, sparing) for Canadian Foreign Military Sales Phase 1",14.1,Octopi,5,
1004476,368860,Story,Feature: 368860 High-Level System Architecture ~ Group / Key Mgmnt,14.1,Cyber,2,
1004472,368860,Story,Feature: 368860 High-Level System Architecture ~ COMSEC framework/Traffic Segregation,14.2,Cyber,5,
1004468,368860,Story,Feature: 368860 High-Level System Architecture ~ IA,14.4,System Engineering,2,
1004467,368860,Story,Feature: 368860 High-Level System Architecture ~ IA,14.3,System Engineering,2,
1004465,368860,Story,Feature: 368860 High-Level System Architecture ~ IA,14.2,System Engineering,2,
1004462,368860,Story,Feature: 368860 High-Level System Architecture ~ IA,14.1,System Engineering,2,
1004456,368860,Story,"Feature: 368860 High-Level System Architecture ~ SA (Splunk, reports)",14.3,System Engineering,2,
1004455,368860,Story,"Feature: 368860 High-Level System Architecture ~ SA (Splunk, reports)",14.2,System Engineering,2,
1004454,368860,Story,"Feature: 368860 High-Level System Architecture ~ SA (Splunk, reports)",14.1,System Engineering,2,
1004451,368860,Story,Feature: 368860 High-Level System Architecture ~ FCAPS,14.3,SIC,1,
1004449,368860,Story,Feature: 368860 High-Level System Architecture ~ FCAPS,14.4,System Engineering,1,
1004448,368860,Story,Feature: 368860 High-Level System Architecture ~ Provisioning,14.4,System Engineering,2,
1004447,368860,Story,Feature: 368860 High-Level System Architecture ~ Provisioning,14.3,System Engineering,2,
1004445,368860,Story,Feature: 368860 High-Level System Architecture ~ Provisioning,14.2,System Engineering,3,
1004444,368860,Story,Feature: 368860 High-Level System Architecture ~ Provisioning,14.1,System Engineering,1,
1004442,368860,Story,"Feature: 368860 High-Level System Architecture ~ External Network (data, voice)",14.2,System Engineering,1,
1004441,368860,Story,Feature: 368860 High-Level System Architecture ~ PtN,14.3,System Engineering,3,
1004439,368860,Story,Feature: 368860 High-Level System Architecture ~ PtN,14.2,System Engineering,3,
1004438,368860,Story,Feature: 368860 High-Level System Architecture ~ PtP,14.3,System Engineering,2,
1004436,368860,Story,Feature: 368860 High-Level System Architecture ~ PtP,14.1,System Engineering,1,
1004434,368860,Story,Feature: 368860 High-Level System Architecture ~ Acquisition & Registration (AES),14.2,System Engineering,1,
1004432,368860,Story,Feature: 368860 High-Level System Architecture ~ Architecture Lead,14.4,System Engineering,3,
1004431,368860,Story,Feature: 368860 High-Level System Architecture ~ Architecture Lead,14.3,System Engineering,1,
1004430,368860,Story,Feature: 368860 High-Level System Architecture ~ Architecture Lead,14.2,System Engineering,3,
1004429,368860,Story,Feature: 368860 High-Level System Architecture ~ Architecture Lead,14.1,System Engineering,5,
1004425,368860,Story,Feature: 368860 High-Level System Architecture ~ Coordination Lead,14.4,System Engineering,1,
1004424,368860,Story,Feature: 368860 High-Level System Architecture ~ Coordination Lead,14.3,System Engineering,1,
1004423,368860,Story,Feature: 368860 High-Level System Architecture ~ Coordination Lead,14.2,System Engineering,1,
1004421,368860,Story,Feature: 368860 High-Level System Architecture ~ Coordination Lead,14.1,System Engineering,1,
1004358,381608,Story,Feature 381608: Create the Deployment Notes and Operator impacts,14.1,WWTS,1,
1004266,377437,Story,Feature 377437 ETT: PCR Verification (All),14.4,Okapi,3,"1004660
1004659
1004666
1004649"
1004262,377437,Story,Feature 377437 ETT: SF Integration Test updates,14.4,Okapi,3,1004662
1004248,377437,Story,Feature 377437 ETT: Get the SimulationFramework set up properly in ClearQuest / ClearCase to build. (Tools),14.1,Tools,3,
1004247,377437,Story,Feature 377437 ETT: Get the SimulationFramework set up properly in ClearQuest / ClearCase to build. (Developer),14.1,Okapi,1,
1004246,377437,Story,Feature 377437 ETT: Test the new SimFramework,14.4,Okapi,3,"377438
377441
1004266"
1004245,377437,Story,Feature 377437 ETT: Update the component of the SimFramework - Code Updates Part 2,14.2,Okapi,5,"1005511
1004244
1007694"
1004244,377437,Story,Feature 377437 ETT: Update the component of the SimFramework - Code Updates Part 3,14.3,Okapi,5,"1005510
1007694
1004246"
1004243,377437,Story,Feature 377437 ETT: Update the component of the SimFramework - Code Updates Part 1,14.1,Okapi,5,"1005509
1004245
1007694"
1004238,381608,Story,Feature 381608: Initiate CM PDO Processing for all CI's,14.1,WWTS,1,
1004170,1001248,Story,Feature 1001248 OTAP: Fix Problem 387255 Testing,14.3,SIC,3,
1004168,1001248,Story,Feature 1001248 OTAP: Update NMS Call Flows document,14.3,System Engineering,2,
1004167,387448,Story,Incorporate Core Document Redlines into Baseline,14.2,TOFF,2,
1004166,387448,Story,Incorporate CAI Redlines into Baseline,14.2,System Engineering,1,
1004165,387448,Story,Update P2P Communication Call Flows,14.1,System Engineering,1,
1004164,387448,Story,Generate Essential Documents Drawing Tree,14.1,System Engineering,2,
1004089,378000,Problem,EAD14 Deployment - AWARE Softphone manual startup script had to be moved,14.1,Magic,0,
1003894,383958,Story,"Feature 383958 Bulk SAR: PPA Implementation, Integration, development Testing including updating design - part 2",14.4,SIC,3,
1003755,378000,Problem,EAD14 Deployment: IETM changes identified during EAD14 AWARE deployment,14.1,Magic,0,
1003754,379761,Problem,FM whitelist remove manpack radio link down alarms,14.3,SIC,0,
1003728,354871,Story,Feature 354871: Development of NAVSOC OA Workstation upgrade (14.5),14.5,TOFF,2,
1003727,354871,Story,Feature 354871: Development of NAVSOC OA Workstation upgrade (14.4),14.4,TOFF,1,
1003726,354871,Story,Feature 354871: Development of NAVSOC OA Workstation upgrade (14.3),14.3,TOFF,1,
1003724,354871,Story,Feature 354871: Development of NAVSOC OA Workstation upgrade (14.2),14.2,TOFF,2,
1003723,354871,Story,Feature 354871: Development of NAVSOC OA Workstation upgrade (14.1),14.1,TOFF,3,
1003717,379761,Problem,Update FM Whitelist for AHM_0007 and AHM_0009,14.3,SIC,0,
1003609,386935,Problem,GEO EAD14 deployment: UFO-1 results have a low yield.,14.2,Magic,0,
1003583,354680,Story,Feature 354680: Formal Update of Parts List for Implementation of SPLUNK HA,14.3,Octopi,1,
1003582,354680,Story,Feature 354680 (Site): Formal Update of HW/SW Map,14.1,SIC,2,
1003581,354680,Story,Feature 354680 (Site): Formal Update of PKI - part 1,14.1,SIC,3,
1003480,1002381,Story,Feature 1002381: Evaluate Thermal Analysis for HLR/AuC Cabinet,14.3,Octopi,2,
1003447,378000,Problem,EAD14 Deployment: Redlines to AWARE SVD,14.1,Magic,0,
1003396,378000,Problem,AWARE PKI update,14.1,Magic,0,
1003393,1006376,Problem,Non-optimal list of cells being generated in the MAMA2 Response for non-group based cell selection,14.4,WWTS,0,
1003372,384136,Story,Feature 384136: Update NME Windows 10 SVD 98-P59860M  for IP/Gateway/DNS changes for HBSS Remote Console,14.2,TOFF,3,1007603
1003263,342054,Story,Feature 342054: Configure AWARE Hardware in Depot,14.3,Magic,2,
1003161,378000,Problem,Connected AWARE: Update muos Database Password script failed to update files,14.1,Magic,0,
1003137,354871,Story,Feature 354871: Working with Vendor (ADS) to resolve issues preventing the NAVSOC OA Workstation upgrade (14.5),14.5,TOFF,1,
1003135,354871,Story,Feature 354871: Working with Vendor (ADS) to resolve issues preventing the NAVSOC OA Workstation upgrade (14.4),14.4,TOFF,1,
1003133,354871,Story,Feature 354871: Working with Vendor (ADS) to resolve issues preventing the NAVSOC OA Workstation upgrade (14.3),14.3,TOFF,1,
1003131,354871,Story,Feature 354871: Working with Vendor (ADS) to resolve issues preventing the NAVSOC OA Workstation upgrade (14.2),14.2,TOFF,1,
1003128,354871,Story,Feature 354871: Working with Vendor (ADS) to resolve issues preventing the NAVSOC OA Workstation upgrade (14.1),14.1,TOFF,1,
1002926,386935,Problem,Geo Deployment: Fix UFO1 Entries in GUI Search display,14.2,Magic,0,
1002892,353256,Story,Feature 353256: Conduct Maintainer Refresher Training in AU (Trainer 2) (Days 4-5),14.5,Falcons,2,
1002890,353256,Story,Feature 353256: Conduct Maintainer Refresher Training in AU (Trainer 1) (Days 4-5),14.5,Falcons,2,
1002886,342054,Story,Feature 342054: On-site AWARE Hardware Installation - Part 1,14.5,Labradors,5,
1002885,342054,Story,Feature 342054: On-site AWARE Software Installation (Aidan) - Part 1,14.5,Magic,5,
1002884,342054,Story,Feature 342054: On-site AWARE Software Installation (Engineer 2) - Part 1,14.5,Magic,5,
1002883,342054,Story,Feature 342054: On-site AWARE RF alignment,14.5,Labradors,2,
1002548,396437,Story,Implement Direct NAS RDE Backup,14.3,Tools,3,
1002416,1002381,Story,Feature 1002381: Identify Logistics Considerations for OBS - HLR: HW/FRCB for HLR Deployment (non-IETM),14.3,Octopi,1,
1002415,1002381,Story,Feature 1002381: Define Power Consumption Changes for IDP Associated with OBS - HLR: HW/FRCB for HLR Deployment,14.4,Octopi,2,
1002413,1002381,Story,Feature 1002381: CoCo Review of Finalized Drawings for IDP Associated with  OBS - HLR: HW/FRCB for HLR Deployment,14.5,Octopi,2,
1002401,1002036,Story,TD 19-10 Service Management Additional Tasks - Sprint 5,14.5,System Engineering,2,
1002350,1002345,Story,Feature 1002345: Update and execute ATP in VLAB,14.4,Magic,8,"1002351
1002362"
1002348,1002345,Story,Feature 1002345: Iterative STCD Development and Site Functional Plan (replicate per sprint),14.3,Magic,3,"1002362
1002360
1002350
1002361"
1002246,386935,Problem,Geo Deployment: Discrepancies noted in the following rpm package file names when performing a query,14.2,Magic,0,
1002127,297335,Story,Import CC VOB Tags to RDEwin region,14.5,Tools,2,
1002094,1002089,Story,Feature 1002089: Support SC Training,14.2,Falcons,3,
1002091,1002089,Story,Feature 1002089: Update Refresher Training Materials with Comments/Lessons Learned from SC,14.3,Falcons,8,
1002089,262146,Feature,Update Refresher Training Materials to Include Redlines from WH and SC Refresher Training Events,14.3,Falcons,0,
1002041,1002036,Story,TD 19-10 Service Management Additional Tasks - Sprint 3,14.3,System Engineering,1,
1002040,1002036,Story,TD 19-10 Service Management Additional Tasks - Sprint 4,14.4,System Engineering,1,
1002038,1002036,Story,TD 19-10 Service Management Additional Tasks - Sprint 2,14.2,System Engineering,1,
1002037,1002036,Story,TD 19-10 Service Management Additional Tasks - Sprint 1,14.5,System Engineering,1,
1002036,245569,Feature,TD 19-10 Service Management Additional Tasks - respond to questions from ATT,14.5,System Engineering,0,
1001945,395174,Story,Feature 395174: TOFF - HW FRB Support EA 14.4,14.4,TOFF,2,
1001941,395174,Story,Feature 395174: TOFF - HW FRB Support EA 14.2,14.2,TOFF,2,
1001935,395174,Story,Feature 395174: TOFF - HW FRB Support EA 14.1,14.1,TOFF,2,
1001926,297335,Story,Coordinate with IT to perform CQ Database Final Cutover Activities,14.5,Tools,3,
1001924,297335,Story,Create remaining RDE Windows 2012 VMs using the completed UserSvcsTemplate (1 to 2 VMs),14.2,Tools,2,
1001922,297335,Story,Complete the configuration of UserSvcBase VM Template,14.2,Tools,3,
1001921,297335,Story,Create /Update remaining RDE Workstation VMs based on the previously validated RDE Developer Workstation- (8 VMs),14.1,Tools,5,
1001920,297335,Story,Resolve Issues found in RDE Developer Workstation (Solaris 10),14.5,Tools,5,
1001675,372921,Story,Support RMF IATT effort for call banks (Cyber) - 14.5,14.5,Cyber,3,
1001674,372921,Story,Support RMF IATT effort for call banks (Cyber) - 14.3,14.3,Cyber,3,
1001673,372921,Story,Support RMF IATT effort for call banks (Cyber) - 14.1,14.1,Cyber,3,
1001664,372921,Story,Support RMF IATT effort for call banks (Systems) - 14.5,14.5,System Engineering,1,
1001663,372921,Story,Support RMF IATT effort for call banks (Systems) - 14.4,14.4,System Engineering,1,
1001661,372921,Story,Support RMF IATT effort for call banks (Systems) - 14.3,14.3,System Engineering,1,
1001659,372921,Story,Support RMF IATT effort for call banks (Systems) - 14.2,14.2,System Engineering,1,
1001658,372921,Story,Support RMF IATT effort for call banks (Systems) - 14.1,14.1,System Engineering,1,
1001649,1001636,Story,7) Create PWIs for Priority CAT1s (Part 2),14.4,Cyber,1,
1001646,1001636,Story,4) Determine Priority Order for Open CAT1s,14.2,Cyber,1,
1001644,1001636,Story,5) Load new POAM into the IA Repository database in the SEL.,14.5,Cyber,2,
1001642,1001636,Story,8) Work with PMW to disposition resolved/mitigated CAT1s,14.5,Cyber,1,
1001636,245560,Feature,Cyber: CAT1 Mitigation and Burndown,14.5,Cyber,0,
1001404,385856,Story,Feature 385856: Conversion to ACC - TACLANE - Checkout New GEM One Software & Remote TACLANE Upgrade,14.2,Magic,5,
1001338,396002,Story,Feature 396002: TOFF PI 14 Technical Support - EA 14.5,14.5,TOFF,1,
1001336,396002,Story,Feature 396002: TOFF PI 14 Technical Support - EA 14.4,14.4,TOFF,1,
1001334,396002,Story,Feature 396002: TOFF PI 14 Technical Support - EA 14.3,14.3,TOFF,1,
1001333,396002,Story,Feature 396002: TOFF PI 14 Technical Support - EA 14.2,14.2,TOFF,1,
1001329,396002,Story,Feature 396002: TOFF PI 14 Technical Support - EA 14.1,14.1,TOFF,1,
1001262,1001248,Story,Feature 1001248 OTAP: Initiate CM PDO Processing for all CI's,14.5,SIC,1,
1001261,1001248,Story,Feature 1001248 OTAP: Prep and Perform Feature Demo – Customer Demo Event,14.4,SIC,1,1001262
1001260,1001248,Story,Feature 1001248 OTAP: Review the Site Functional Test Plan within STCD and get customer stakeholder approval,14.4,SIC,2,1001261
1001259,1001248,Story,Feature 1001248 OTAP: Execute STCD Feature Integration and testing including STCD updates identified,14.3,SIC,2,1001261
1001254,1001248,Story,Feature 1001248 OTAP: MFR 1 – Dev Team Performs Cybersecurity Assessment,14.3,SIC,1,1001261
1001253,1001248,Story,"Feature 1001248 OTAP: Fix Problem 387255 Perform Iterative Implementation, Integration, and  development.- part 1",14.1,SIC,5,1001261
1001252,1001248,Story,Feature 1001248 OTAP: Provide Deployment Notes and Operator Impact Inputs,14.2,SIC,1,1001261
1001251,1001248,Story,Feature 1001248 OTAP: Create STCD outline and review with stakeholders,14.1,SIC,2,"1001253
1001261
1001260
1001259"
1001248,395610,Feature,OTAP issues due to intermittent locks on caller records,14.5,SIC,0,
1001247,1001248,Story,Fix Problem 387279 : No feedback provided to PPA operator for updates to Terminal Profile Defaults system configuration parameters,14.2,SIC,1,
1001058,297335,Story,Complete the split of User /home directories from /home in the RAN vs /home in RDE,14.1,Tools,3,
1001057,297335,Story,Migrate any necessary BuildForge jobs from RAN/RANDBS to RDE/RDEDBS,14.2,Tools,5,334396
1001056,396437,Story,RAN Issue- Investigate and fix error relating to creating baselines for RBS product build,14.3,Tools,3,
1001051,1000847,Story,Update Documentation on MUOSRel,14.3,Tools,1,
1001050,1000847,Story,Test and Resolve Build Actions on MUOSRel,14.2,Tools,2,
1001049,1000847,Story,Test and Resolve Developer Actions on MUOSRel,14.2,Tools,2,
1001047,1000847,Story,Migrate MUOSRel Application,14.3,Tools,1,
1001042,396437,Story,Tools Team Support / LOE for RAN/RDE for EA 14.3,14.3,Tools,5,
1001041,396437,Story,Tools Team Support / LOE for RAN/RDE for EA 14.5,14.5,Tools,3,
1001040,396437,Story,Tools Team Support / LOE for RAN/RDE for EA 14.4,14.4,Tools,5,
1001039,396437,Story,Tools Team Support / LOE for RAN/RDE for EA 14.2,14.2,Tools,5,
1001038,396437,Story, Tools Team Support / LOE for RAN/RDE for EA 14.1,14.1,Tools,5,
1001036,396415,Story,LOE for SDE/ODE for EA 14.5,14.5,Tools,3,
1001035,396415,Story,LOE for SDE/ODE for EA 14.4,14.4,Tools,5,
1001034,396415,Story,LOE for SDE/ODE for EA 14.3,14.3,Tools,5,
1001033,396415,Story,LOE for SDE/ODE for EA 14.2,14.2,Tools,5,
1001032,396415,Story,LOE for SDE/ODE for EA 14.1,14.1,Tools,5,
1001028,293338,Story,Tools Team support of Developer testing and acceptance of Virtualized Developer Workstations,14.3,Tools,5,
1001026,293338,Story,"Developer Support for SWIT VM Template- MUOS Specific SW Installations (JBoss, Tectia)",14.2,SIC,2,
1000853,293338,Story,Develop SWIT VM Template,14.2,Tools,5,342802
1000852,293338,Story,Obtain SW Licenses Needed for SWIT,14.2,Tools,2,
1000847,243505,Feature,Update MUOSRel App68,14.3,Tools,0,
1000799,379221,Story,"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - GPB53, 1GHZ, 1GB/1.5-2GB x 1",14.5,Labradors,1,
1000798,379221,Story,"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - GPB53, 1GHZ, 1GB/1.5-2GB x 1",14.5,Labradors,1,
1000797,379221,Story,"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - GPB53, 1GHZ, 1GB/1.5-2GB x 1",14.5,Labradors,1,
1000796,379221,Story,"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - GPB53, 1GHZ, 1GB/1.5-2GB x 1",14.5,Labradors,1,
1000795,379221,Story,"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - GPB53, 1GHZ, 1GB/1.5-2GB x 1",14.5,Labradors,1,
1000794,379221,Story,"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - GPB53, 1GHZ, 1GB/1.5-2GB x 1",14.5,Labradors,1,
1000784,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - IBS7V3  SS7  x 2,14.2,Labradors,1,
1000783,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - IBS7V3  SS7  x 2,14.5,Labradors,1,
1000768,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.1,Labradors,1,
1000767,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1000766,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1000765,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1000764,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
1000763,379221,Story,Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - AIU Board x 2,14.5,Labradors,1,
