RTCid,Parent,Type,Summary,Sprint,Team,SP,Blocks
343885,243502,Story,CM Release Work for EAD 13 OOC,14.1,Weavers,1,
342873,293338,Story,Developer testing and acceptance of Virtualized Developer Workstations,14.3,SIC,5,
342862,293338,Story,Research Licenses and approach for SWIT Builds in the SDE,14.2,Tools,3,1000852
342802,293338,Story,SWIT Virtualization - Create VMs for Developer Workstations from Templates,14.2,Tools,8,"334844
342851
334849
342850
342873"
342560,293338,Story,"SDE - Document SWIT Dev Env Network, Hardware, Servers, Storage, Virtualization",14.4,Tools,5,
342026,342018,Story,"Feature 342018: Test Report, needed 30 days prior to FRCB.",14.1,Magic,1,
342018,347074,Feature,TD19-10: Prepare Docs for Connected AWARE Sicily FRCB (to support deployment post MOT&E),14.1,Magic,0,
339321,1004171,Problem,Module May Repeatedly Reject Provisioning of a Group,14.3,WWTS,0,
336239,1004171,Problem,GNH router forwarding table corruption,14.3,WWTS,0,
334396,297335,Story,RDE: BuildForge - Perform test of BuildForge RBS Full Build in RDE,14.3,Tools,5,344115
329686,1004171,Problem,SPAS00000147363: B3 RNC : Stuck RadioLink on group fixed-net causes UE poor voice issue on Group Service Leg (GSL),14.3,WWTS,0,
328589,395871,Story,Refresh PPA U2B External Interference System Parameters - initial support,14.1,SIC,1,
321745,395855,Problem,"Feature 395855: Drawing Updates based on Redlines for 01-P51661E – GTS – PCU Cabinet - RAF, SCD",14.2,Octopi,0,
318462,1011279,Story,Feature 1011279: ETT: Depot Build and Deliver ETT Laptops,14.4,Octopi,2,
318439,318430,Story,Feature 318430 ETT: Initiate CM PDO Processing for all CI's,14.1,Okapi,2,
318432,318430,Story,Feature 318430 ETT: Feature Demo – Customer Demo Event - ETT Laptop,14.1,Okapi,3,"318439
390060"
318430,251622,Feature,Windows 10 Laptop for ETT,14.2,Okapi,0,
318420,1011279,Story,Feature 1011279: AJM/MTC Laptop: Depot build and be ready for AJM/MTC laptops delivery,14.3,Octopi,3,318418
318389,318380,Story,Feature 318380 AJM: Initiate CM PDO Processing for all CI's,14.1,Okapi,1,
318380,251622,Feature,Windows 10 Laptop for AJM/MTC ,14.1,Okapi,0,
313670,354174,Problem,"INC000003301067: WH- SOL_001_filesys_<filesystem> in ""List_of_Custom_Alarms.pdf"" incorrect command in IETM procedure.",14.4,SIC,0,
305904,297335,Story,Feature 297335: RDE System Test  in VLab of RAN RNC Build (New RDE Environment),14.3,WWTS,1,
297335,243505,Feature,RAN Dev Env (RDE) Transition to Production Part 2,14.5,Tools,0,
293610,279283,Story,Lab - TXO Ericcson - Create TXO process document,14.5,Labradors,5,
293338,243505,Feature,SWIT Dev Env (SDE) Create Developer WS VMs,14.4,Tools,0,
290711,347073,Feature,TD 19-10: Deploy AWARE-NMF Connectivity Changes to WH,14.1,Magic,0,
290268,257560,Story,Feature 257560: Update AWARE Design Documentation,14.3,System Engineering,2,
284314,297335,Story,RDE Perform Validation Testing for ICM Release,14.3,Tools,3,
279283,248400,Feature,Lab - TXO Ericsson - Create and update HIGH priority board test procedures for testing Ericsson parts,14.5,Labradors,0,
257560,242141,Feature,TD 19-10 Finalize AWARE Design Documentation,14.4,Magic,0,
